,datetime,link,lanes,limit,length,bump,camera,CONV,KINDER,TRAVEL,SCHOOL,BROKER,label
35819,2021-05-05 10:45,1220002100,2,2,781.2908,0,0,0,0,1,0,0,1
35819,2021-05-05 10:45,1220002100,2,2,781.2908,0,0,0,0,1,0,0,1
35821,2021-05-05 11:15,1020004501,3,1,790.8207,0,0,0,0,1,0,0,1
35821,2021-05-05 11:15,1020004501,3,1,790.8207,0,0,0,0,1,0,0,1
35823,2021-05-05 11:25,1210002900,4,3,1991.5605,0,0,1,1,1,1,1,1
35823,2021-05-05 11:25,1210002900,4,3,1991.5605,0,0,1,1,1,1,1,1
35825,2021-05-05 12:10,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
35825,2021-05-05 12:10,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
35825,2021-05-05 12:10,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
35825,2021-05-05 12:10,1210004703,3,3,518.1284,0,0,1,0,0,0,0,1
35829,2021-05-05 12:45,1130040700,3,1,577.8508,0,0,0,0,0,0,0,1
35829,2021-05-05 12:45,1130040700,3,1,577.8508,0,0,0,0,0,0,0,1
35831,2021-05-05 12:50,1020016801,0,0,324.9915,1,1,1,1,0,0,1,1
35831,2021-05-05 12:50,1020016801,0,0,324.9915,1,1,1,1,0,0,1,1
35833,2021-05-05 13:00,1050012600,1,5,531.1983,0,1,1,0,1,0,1,1
35833,2021-05-05 13:00,1050012600,1,5,531.1983,0,1,1,0,1,0,1,1
35835,2021-05-05 13:25,1060066600,0,4,2334.4485,0,0,1,1,1,1,1,1
35835,2021-05-05 13:25,1060066600,0,4,2334.4485,0,0,1,1,1,1,1,1
35837,2021-05-05 13:45,1040023300,2,2,473.7186,1,0,0,0,0,0,0,1
35837,2021-05-05 13:45,1040023300,2,2,473.7186,1,0,0,0,0,0,0,1
35839,2021-05-05 14:00,1230045600,1,1,148.4716,0,0,0,0,0,0,0,1
35839,2021-05-05 14:00,1230045600,1,1,148.4716,0,0,0,0,0,0,0,1
35841,2021-05-05 14:50,1220027803,1,1,481.1745,0,0,1,1,1,0,1,1
35841,2021-05-05 14:50,1220027803,1,1,481.1745,0,0,1,1,1,0,1,1
35843,2021-05-05 15:05,1190000200,4,3,2980.6295,0,0,1,1,1,1,1,1
35843,2021-05-05 15:05,1190000200,4,3,2980.6295,0,0,1,1,1,1,1,1
35845,2021-05-05 15:20,1130040700,3,1,577.8508,0,0,0,0,0,0,0,1
35845,2021-05-05 15:20,1130040700,3,1,577.8508,0,0,0,0,0,0,0,1
35847,2021-05-05 15:25,1130003900,0,2,1578.9316,0,0,1,1,1,1,1,1
35847,2021-05-05 15:25,1130003900,0,2,1578.9316,0,0,1,1,1,1,1,1
35847,2021-05-05 15:25,1130003900,0,2,1578.9316,0,0,1,1,1,1,1,1
35847,2021-05-05 15:25,1130003900,0,2,1578.9316,0,0,1,1,1,1,1,1
35851,2021-05-05 15:40,1010013903,1,1,68.9089,0,0,1,0,0,0,1,1
35851,2021-05-05 15:40,1010013903,1,1,68.9089,0,0,1,0,0,0,1,1
35853,2021-05-05 16:00,1150002404,3,3,952.8735,0,0,1,1,1,0,1,1
35853,2021-05-05 16:00,1150002404,3,3,952.8735,0,0,1,1,1,0,1,1
35855,2021-05-05 17:20,1010051300,0,1,990.0763,1,1,1,1,1,1,1,1
35855,2021-05-05 17:20,1010051300,0,1,990.0763,1,1,1,1,1,1,1,1
35857,2021-05-05 20:55,1230003802,3,1,357.3132,0,0,1,1,1,0,1,1
35857,2021-05-05 20:55,1230003802,3,1,357.3132,0,0,1,1,1,0,1,1
35859,2021-05-05 21:10,1150010002,1,1,548.5842,1,0,1,1,1,1,1,1
35859,2021-05-05 21:10,1150010002,1,1,548.5842,1,0,1,1,1,1,1,1
35861,2021-05-06 7:00,1140282001,0,3,5979.521529,1,1,1,1,1,1,1,1
35861,2021-05-06 7:00,1140282001,0,3,5979.521529,1,1,1,1,1,1,1,1
35865,2021-05-06 7:05,1070013302,1,1,101.3021,0,0,1,0,0,0,0,1
35865,2021-05-06 7:05,1070013302,1,1,101.3021,0,0,1,0,0,0,0,1
35865,2021-05-06 7:05,1070013302,1,1,101.3021,0,0,1,0,0,0,0,1
35865,2021-05-06 7:05,1070013302,1,1,101.3021,0,0,1,0,0,0,0,1
35865,2021-05-06 7:05,1070013302,1,1,101.3021,0,0,1,0,0,0,0,1
35865,2021-05-06 7:05,1070013302,1,1,101.3021,0,0,1,0,0,0,0,1
35871,2021-05-06 7:20,1060019102,2,0,473.9553,0,0,0,1,0,0,0,1
35871,2021-05-06 7:20,1060019102,2,0,473.9553,0,0,0,1,0,0,0,1
35873,2021-05-06 7:35,1240003200,3,3,776.2952,0,0,1,1,1,0,0,1
35873,2021-05-06 7:35,1240003200,3,3,776.2952,0,0,1,1,1,0,0,1
35875,2021-05-06 7:55,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
35875,2021-05-06 7:55,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
35875,2021-05-06 7:55,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
35875,2021-05-06 7:55,1220342800,3,3,322.1016,0,0,1,0,1,0,0,1
35879,2021-05-06 8:10,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
35879,2021-05-06 8:10,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
35881,2021-05-06 8:25,1000004203,0,0,81.1714,0,0,1,0,0,0,0,1
35881,2021-05-06 8:25,1000004203,0,0,81.1714,0,0,1,0,0,0,0,1
35883,2021-05-06 9:40,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
35883,2021-05-06 9:40,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
35885,2021-05-06 9:45,1210027702,1,1,187.1847,0,0,1,0,1,0,1,1
35885,2021-05-06 9:45,1210027702,1,1,187.1847,0,0,1,0,1,0,1,1
35885,2021-05-06 9:45,1210027702,1,1,187.1847,0,0,1,0,1,0,1,1
35885,2021-05-06 9:45,1210027702,1,1,187.1847,0,0,1,0,1,0,1,1
35889,2021-05-06 9:50,1000023700,0,1,103.3887,0,0,1,0,1,0,0,1
35889,2021-05-06 9:50,1000023700,0,1,103.3887,0,0,1,0,1,0,0,1
35891,2021-05-06 9:55,1000014402,0,2,391.1034,0,0,1,0,1,0,0,1
35891,2021-05-06 9:55,1000014402,0,2,391.1034,0,0,1,0,1,0,0,1
35893,2021-05-06 10:15,1130001902,3,3,300.2874,0,0,0,0,0,0,0,1
35893,2021-05-06 10:15,1130001902,3,3,300.2874,0,0,0,0,0,0,0,1
35895,2021-05-06 10:30,1110020900,2,0,298.5733,0,0,0,0,0,0,1,1
35895,2021-05-06 10:30,1110020900,2,0,298.5733,0,0,0,0,0,0,1,1
35895,2021-05-06 10:30,1110020900,2,0,298.5733,0,0,0,0,0,0,1,1
35895,2021-05-06 10:30,1110020900,2,0,298.5733,0,0,0,0,0,0,1,1
35899,2021-05-06 10:45,1150106300,2,5,158.8721,1,0,0,0,0,0,0,1
35899,2021-05-06 10:45,1150106300,2,5,158.8721,1,0,0,0,0,0,0,1
35901,2021-05-06 10:50,1210048900,2,0,404.9876,0,1,1,0,1,0,1,1
35903,2021-05-06 11:05,1220014803,0,5,92.5294,0,0,1,0,0,0,1,1
35903,2021-05-06 11:05,1220014803,0,5,92.5294,0,0,1,0,0,0,1,1
35905,2021-05-06 11:20,1210011900,1,1,794.9219,0,0,1,1,1,1,1,1
35905,2021-05-06 11:20,1210011900,1,1,794.9219,0,0,1,1,1,1,1,1
35907,2021-05-06 12:00,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
35907,2021-05-06 12:00,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
35909,2021-05-06 12:05,1200032100,2,8,260.7784,1,0,1,1,0,0,0,1
35911,2021-05-06 12:10,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
35911,2021-05-06 12:10,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
35913,2021-05-06 12:25,1230093000,2,2,141.9325,0,0,0,0,0,0,1,1
35913,2021-05-06 12:25,1230093000,2,2,141.9325,0,0,0,0,0,0,1,1
35915,2021-05-06 13:25,1140282001,0,3,5979.521529,1,1,1,1,1,1,1,1
35917,2021-05-06 13:35,1180000302,3,1,293.536,0,0,1,0,1,0,1,1
35917,2021-05-06 13:35,1180000302,3,1,293.536,0,0,1,0,1,0,1,1
35919,2021-05-06 14:00,1130090200,1,1,792.365,0,0,0,0,0,0,0,1
35919,2021-05-06 14:00,1130090200,1,1,792.365,0,0,0,0,0,0,0,1
35921,2021-05-06 14:05,1100000602,1,3,1213.5507,0,0,1,1,1,1,1,1
35921,2021-05-06 14:05,1100000602,1,3,1213.5507,0,0,1,1,1,1,1,1
35923,2021-05-06 14:25,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
35923,2021-05-06 14:25,1240055101,3,3,2013.8241,1,0,0,0,0,0,1,1
35925,2021-05-06 14:30,1230005100,3,3,704.698,0,0,0,0,1,1,0,1
35925,2021-05-06 14:30,1230005100,3,3,704.698,0,0,0,0,1,1,0,1
35927,2021-05-06 14:35,1100000602,1,3,1213.5507,0,0,1,1,1,1,1,1
35927,2021-05-06 14:35,1100000602,1,3,1213.5507,0,0,1,1,1,1,1,1
35929,2021-05-06 14:45,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
35929,2021-05-06 14:45,1210005301,4,3,1123.4752,0,1,1,1,1,0,1,1
35931,2021-05-06 14:50,1240217600,2,1,574.6364,0,0,0,0,0,0,0,1
35931,2021-05-06 14:50,1240217600,2,1,574.6364,0,0,0,0,0,0,0,1
35933,2021-05-06 15:35,1100008100,1,1,555.2563,0,0,1,1,0,0,1,1
35934,2021-05-06 15:45,1030012001,2,2,2636.2965,0,0,1,0,1,1,1,1
35934,2021-05-06 15:45,1030012001,2,2,2636.2965,0,0,1,0,1,1,1,1
35936,2021-05-06 15:55,1130003701,3,1,307.7657,0,0,1,1,1,0,1,1
35936,2021-05-06 15:55,1130003701,3,1,307.7657,0,0,1,1,1,0,1,1
35938,2021-05-06 16:15,1220006706,3,5,120.788,0,0,1,0,0,0,1,1
35938,2021-05-06 16:15,1220006706,3,5,120.788,0,0,1,0,0,0,1,1
35938,2021-05-06 16:15,1220006706,3,5,120.788,0,0,1,0,0,0,1,1
35938,2021-05-06 16:15,1220006706,3,5,120.788,0,0,1,0,0,0,1,1
35942,2021-05-06 16:25,1220021401,3,5,88.748,0,0,0,0,0,0,0,1
35942,2021-05-06 16:25,1220021401,3,5,88.748,0,0,0,0,0,0,0,1
35942,2021-05-06 16:25,1220021401,3,5,88.748,0,0,0,0,0,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35946,2021-05-06 16:30,1220343000,3,3,654.8922,0,0,0,0,1,0,0,1
35954,2021-05-06 16:35,1220035303,3,1,506.15,1,1,0,0,1,0,1,1
35954,2021-05-06 16:35,1220035303,3,1,506.15,1,1,0,0,1,0,1,1
35956,2021-05-06 16:50,1050000302,1,3,1212.7478,0,0,1,1,0,0,1,1
35956,2021-05-06 16:50,1050000302,1,3,1212.7478,0,0,1,1,0,0,1,1
35958,2021-05-06 17:20,1180088200,2,5,225.4826,1,0,1,0,0,0,1,1
35960,2021-05-06 17:35,1100011203,0,1,648.7543,0,0,1,1,1,1,1,1
35960,2021-05-06 17:35,1100011203,0,1,648.7543,0,0,1,1,1,1,1,1
35962,2021-05-06 17:50,1180079200,0,1,197.0326,0,0,1,0,1,0,1,1
35962,2021-05-06 17:50,1180079200,0,1,197.0326,0,0,1,0,1,0,1,1
35964,2021-05-06 17:55,1240003600,4,6,1909.8497,0,0,1,1,1,1,1,1
35964,2021-05-06 17:55,1240003600,4,6,1909.8497,0,0,1,1,1,1,1,1
35966,2021-05-06 18:20,1000002602,1,4,1073.9724,0,0,1,0,0,0,0,1
35966,2021-05-06 18:20,1000002602,1,4,1073.9724,0,0,1,0,0,0,0,1
35966,2021-05-06 18:20,1000002602,1,4,1073.9724,0,0,1,0,0,0,0,1
35966,2021-05-06 18:20,1000002602,1,4,1073.9724,0,0,1,0,0,0,0,1
35970,2021-05-06 18:30,1130061100,1,1,199.3907,0,0,0,0,0,0,0,1
35970,2021-05-06 18:30,1130061100,1,1,199.3907,0,0,0,0,0,0,0,1
35972,2021-05-06 18:45,1030000304,4,3,913.1489,0,0,1,1,1,0,1,1
35972,2021-05-06 18:45,1030000304,4,3,913.1489,0,0,1,1,1,0,1,1
35974,2021-05-06 18:55,1200010502,3,1,71.6509,1,0,1,0,0,0,1,1
35974,2021-05-06 18:55,1200010502,3,1,71.6509,1,0,1,0,0,0,1,1
35974,2021-05-06 18:55,1200010502,3,1,71.6509,1,0,1,0,0,0,1,1
35974,2021-05-06 18:55,1200010502,3,1,71.6509,1,0,1,0,0,0,1,1
35978,2021-05-06 19:00,1160001802,1,1,106.3076,0,0,0,0,0,0,0,1
35978,2021-05-06 19:00,1160001802,1,1,106.3076,0,0,0,0,0,0,0,1
35980,2021-05-06 20:15,1040000403,1,1,274.2446,0,0,0,1,1,1,0,1
35980,2021-05-06 20:15,1040000403,1,1,274.2446,0,0,0,1,1,1,0,1
35982,2021-05-06 20:45,1180090400,0,1,570.548,0,0,1,1,1,0,1,1
35982,2021-05-06 20:45,1180090400,0,1,570.548,0,0,1,1,1,0,1,1
35984,2021-05-06 20:50,1060023600,1,3,588.319,0,0,1,1,0,0,0,1
35984,2021-05-06 20:50,1060023600,1,3,588.319,0,0,1,1,0,0,0,1
35986,2021-05-10 7:30,1210179101,0,5,1065.503534,0,0,1,1,1,0,1,1
35986,2021-05-10 7:30,1210179101,0,5,1065.503534,0,0,1,1,1,0,1,1
35988,2021-05-10 7:55,1070048100,2,2,537.2777,0,0,1,1,0,0,0,1
35988,2021-05-10 7:55,1070048100,2,2,537.2777,0,0,1,1,0,0,0,1
35990,2021-05-10 8:10,1210006202,3,1,77.4446,0,0,0,0,0,0,0,1
35990,2021-05-10 8:10,1210006202,3,1,77.4446,0,0,0,0,0,0,0,1
35992,2021-05-10 8:15,1140061700,2,0,174.3343,0,0,1,1,0,0,1,1
35992,2021-05-10 8:15,1140061700,2,0,174.3343,0,0,1,1,0,0,1,1
35992,2021-05-10 8:15,1140061700,2,0,174.3343,0,0,1,1,0,0,1,1
35992,2021-05-10 8:15,1140061700,2,0,174.3343,0,0,1,1,0,0,1,1
35992,2021-05-10 8:15,1140061700,2,0,174.3343,0,0,1,1,0,0,1,1
35992,2021-05-10 8:15,1140061700,2,0,174.3343,0,0,1,1,0,0,1,1
35998,2021-05-10 8:20,1140065300,0,1,362.9905,0,0,0,0,0,0,0,1
36002,2021-05-10 8:45,1070009100,2,2,909.4429,1,0,1,1,1,1,1,1
36002,2021-05-10 8:45,1070009100,2,2,909.4429,1,0,1,1,1,1,1,1
36004,2021-05-10 8:50,1150003100,3,3,1182.2838,1,0,1,1,1,1,1,1
36004,2021-05-10 8:50,1150003100,3,3,1182.2838,1,0,1,1,1,1,1,1
36006,2021-05-10 8:55,1210005001,3,3,543.487,0,0,1,1,1,0,0,1
36006,2021-05-10 8:55,1210005001,3,3,543.487,0,0,1,1,1,0,0,1
36008,2021-05-10 9:00,1010028800,0,1,83.5194,0,0,1,0,1,0,1,1
36008,2021-05-10 9:00,1010028800,0,1,83.5194,0,0,1,0,1,0,1,1
36010,2021-05-10 9:05,1210050700,2,0,605.7772,0,1,1,0,1,0,1,1
36012,2021-05-10 9:15,1020021001,3,1,582.5879,1,0,1,0,0,0,0,1
36012,2021-05-10 9:15,1020021001,3,1,582.5879,1,0,1,0,0,0,0,1
36012,2021-05-10 9:15,1020021001,3,1,582.5879,1,0,1,0,0,0,0,1
36012,2021-05-10 9:15,1020021001,3,1,582.5879,1,0,1,0,0,0,0,1
36016,2021-05-10 9:25,1070028900,2,0,503.3024,1,0,0,0,1,0,0,1
36020,2021-05-10 9:55,1130034300,3,4,728.5045,0,0,1,1,0,0,0,1
36020,2021-05-10 9:55,1130034300,3,4,728.5045,0,0,1,1,0,0,0,1
36020,2021-05-10 9:55,1130034300,3,4,728.5045,0,0,1,1,0,0,0,1
36020,2021-05-10 9:55,1130034300,3,4,728.5045,0,0,1,1,0,0,0,1
36024,2021-05-10 10:10,1210041700,2,0,653.8026,0,1,1,1,0,0,1,1
36024,2021-05-10 10:10,1210041700,2,0,653.8026,0,1,1,1,0,0,1,1
36026,2021-05-10 10:15,1070015802,0,1,347.7027,1,0,1,0,1,0,1,1
36026,2021-05-10 10:15,1070015802,0,1,347.7027,1,0,1,0,1,0,1,1
36028,2021-05-10 10:40,1130027701,3,1,296.2494,0,0,1,1,0,1,1,1
36028,2021-05-10 10:40,1130027701,3,1,296.2494,0,0,1,1,0,1,1,1
36030,2021-05-10 10:55,1060067501,1,5,350.2353102,0,0,1,0,0,0,1,1
36030,2021-05-10 10:55,1060067501,1,5,350.2353102,0,0,1,0,0,0,1,1
36030,2021-05-10 10:55,1060067501,1,5,350.2353102,0,0,1,0,0,0,1,1
36030,2021-05-10 10:55,1060067501,1,5,350.2353102,0,0,1,0,0,0,1,1
36034,2021-05-10 11:20,1070010302,3,1,743.0922,1,0,1,1,1,1,1,1
36034,2021-05-10 11:20,1070010302,3,1,743.0922,1,0,1,1,1,1,1,1
36036,2021-05-10 12:00,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
36036,2021-05-10 12:00,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
36036,2021-05-10 12:00,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
36036,2021-05-10 12:00,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
36040,2021-05-10 12:05,1140284401,0,3,8741.342108,1,1,1,1,1,1,1,1
36042,2021-05-10 12:40,1210004200,3,3,1740.1507,0,0,1,1,1,1,1,1
36044,2021-05-10 13:00,1110009108,1,1,127.1704,0,0,0,1,1,0,1,1
36044,2021-05-10 13:00,1110009108,1,1,127.1704,0,0,0,1,1,0,1,1
36046,2021-05-10 13:05,1070077600,1,3,658.0754,0,0,0,0,0,0,0,1
36046,2021-05-10 13:05,1070077600,1,3,658.0754,0,0,0,0,0,0,0,1
36046,2021-05-10 13:05,1070077600,1,3,658.0754,0,0,0,0,0,0,0,1
36046,2021-05-10 13:05,1070077600,1,3,658.0754,0,0,0,0,0,0,0,1
36050,2021-05-10 13:30,1220014600,2,0,342.6329,1,0,1,1,0,1,0,1
36050,2021-05-10 13:30,1220014600,2,0,342.6329,1,0,1,1,0,1,0,1
36052,2021-05-10 13:55,1220003000,1,3,1897.0993,0,0,1,1,1,1,1,1
36052,2021-05-10 13:55,1220003000,1,3,1897.0993,0,0,1,1,1,1,1,1
36054,2021-05-10 14:15,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
36054,2021-05-10 14:15,1220005502,4,3,1105.0709,0,0,0,0,1,1,1,1
36056,2021-05-10 14:40,1220003000,1,3,1897.0993,0,0,1,1,1,1,1,1
36056,2021-05-10 14:40,1220003000,1,3,1897.0993,0,0,1,1,1,1,1,1
36058,2021-05-10 14:45,1210021904,3,5,543.7978,0,0,0,1,1,0,1,1
36058,2021-05-10 14:45,1210021904,3,5,543.7978,0,0,0,1,1,0,1,1
36060,2021-05-10 15:00,1220028201,1,1,314.1538,1,0,1,0,1,0,1,1
36060,2021-05-10 15:00,1220028201,1,1,314.1538,1,0,1,0,1,0,1,1
36062,2021-05-10 15:10,1220032605,3,1,184.3768,0,1,0,0,1,0,0,1
36062,2021-05-10 15:10,1220032605,3,1,184.3768,0,1,0,0,1,0,0,1
36064,2021-05-10 15:15,1070055100,0,5,128.5527,0,0,0,0,1,0,0,1
36064,2021-05-10 15:15,1070055100,0,5,128.5527,0,0,0,0,1,0,0,1
36066,2021-05-10 15:25,1120001800,1,4,2088.8228,1,0,1,1,1,1,1,1
36066,2021-05-10 15:25,1120001800,1,4,2088.8228,1,0,1,1,1,1,1,1
36068,2021-05-10 15:30,1120010001,2,1,376.2092,0,1,1,1,1,0,1,1
36068,2021-05-10 15:30,1120010001,2,1,376.2092,0,1,1,1,1,0,1,1
36068,2021-05-10 15:30,1120010001,2,1,376.2092,0,1,1,1,1,0,1,1
36068,2021-05-10 15:30,1120010001,2,1,376.2092,0,1,1,1,1,0,1,1
36072,2021-05-10 15:40,1020007302,3,1,222.5611,0,0,1,1,1,0,1,1
36072,2021-05-10 15:40,1020007302,3,1,222.5611,0,0,1,1,1,0,1,1
36074,2021-05-10 15:50,1070027700,2,0,368.825,1,0,1,0,0,1,1,1
36074,2021-05-10 15:50,1070027700,2,0,368.825,1,0,1,0,0,1,1,1
36076,2021-05-10 15:55,1220036902,3,1,232.7186,0,0,0,0,0,0,0,1
36076,2021-05-10 15:55,1220036902,3,1,232.7186,0,0,0,0,0,0,0,1
36078,2021-05-10 16:10,1220027201,1,1,75.7831,1,0,1,0,1,0,0,1
36078,2021-05-10 16:10,1220027201,1,1,75.7831,1,0,1,0,1,0,0,1
36078,2021-05-10 16:10,1220027201,1,1,75.7831,1,0,1,0,1,0,0,1
36078,2021-05-10 16:10,1220027201,1,1,75.7831,1,0,1,0,1,0,0,1
36082,2021-05-10 16:30,1220342500,3,3,472.5528,0,0,1,0,1,0,1,1
36082,2021-05-10 16:30,1220342500,3,3,472.5528,0,0,1,0,1,0,1,1
36084,2021-05-10 16:55,1220024701,3,5,336.0354,0,0,1,1,1,0,1,1
36084,2021-05-10 16:55,1220024701,3,5,336.0354,0,0,1,1,1,0,1,1
36086,2021-05-10 17:25,1070013703,3,1,115.6831,0,1,1,0,0,0,0,1
36086,2021-05-10 17:25,1070013703,3,1,115.6831,0,1,1,0,0,0,0,1
36086,2021-05-10 17:25,1070013703,3,1,115.6831,0,1,1,0,0,0,0,1
36086,2021-05-10 17:25,1070013703,3,1,115.6831,0,1,1,0,0,0,0,1
36086,2021-05-10 17:25,1070013703,3,1,115.6831,0,1,1,0,0,0,0,1
36086,2021-05-10 17:25,1070013703,3,1,115.6831,0,1,1,0,0,0,0,1
36092,2021-05-10 17:30,1210022802,2,1,118.5337,0,0,0,0,0,0,0,1
36092,2021-05-10 17:30,1210022802,2,1,118.5337,0,0,0,0,0,0,0,1
36094,2021-05-10 18:20,1210026802,0,1,247.5913,0,1,1,1,1,0,1,1
36094,2021-05-10 18:20,1210026802,0,1,247.5913,0,1,1,1,1,0,1,1
36096,2021-05-10 19:05,1150001402,3,1,245.8984,0,0,1,0,1,0,1,1
36096,2021-05-10 19:05,1150001402,3,1,245.8984,0,0,1,0,1,0,1,1
36098,2021-05-10 20:40,1180036501,3,1,478.0754,1,0,1,0,1,0,1,1
36098,2021-05-10 20:40,1180036501,3,1,478.0754,1,0,1,0,1,0,1,1
36100,2021-05-10 21:05,1200010800,0,1,522.7285,1,0,1,1,1,1,1,1
36100,2021-05-10 21:05,1200010800,0,1,522.7285,1,0,1,1,1,1,1,1
36102,2021-05-11 7:10,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
36102,2021-05-11 7:10,1220005401,4,3,1515.2178,1,0,1,0,1,1,1,1
36104,2021-05-11 7:30,1210003000,4,3,2040.353,0,1,1,1,1,1,1,1
36104,2021-05-11 7:30,1210003000,4,3,2040.353,0,1,1,1,1,1,1,1
36106,2021-05-11 7:45,1000005102,5,1,65.998,0,0,0,0,0,0,0,1
36106,2021-05-11 7:45,1000005102,5,1,65.998,0,0,0,0,0,0,0,1
36109,2021-05-11 8:00,1180032002,1,1,69.5941,0,0,0,0,0,0,0,1
36111,2021-05-11 8:10,1020021703,1,1,68.6606,0,0,1,0,0,0,0,1
36111,2021-05-11 8:10,1020021703,1,1,68.6606,0,0,1,0,0,0,0,1
36113,2021-05-11 8:40,1010004301,3,2,156.6463,0,0,0,0,1,0,0,1
36113,2021-05-11 8:40,1010004301,3,2,156.6463,0,0,0,0,1,0,0,1
36115,2021-05-11 8:55,1010025900,0,1,325.2263,0,0,0,0,1,0,0,1
36117,2021-05-11 9:15,1220231900,0,1,1223.1115,1,0,1,0,1,0,1,1
36117,2021-05-11 9:15,1220231900,0,1,1223.1115,1,0,1,0,1,0,1,1
36119,2021-05-11 9:25,1020041800,2,0,366.1771,1,1,0,1,1,0,1,1
36123,2021-05-11 9:40,1230024602,3,1,422.733,0,0,1,0,0,0,0,1
36123,2021-05-11 9:40,1230024602,3,1,422.733,0,0,1,0,0,0,0,1
36123,2021-05-11 9:40,1230024602,3,1,422.733,0,0,1,0,0,0,0,1
36127,2021-05-11 9:50,1130067100,0,2,133.1878,0,0,0,0,0,0,0,1
36127,2021-05-11 9:50,1130067100,0,2,133.1878,0,0,0,0,0,0,0,1
36129,2021-05-11 9:55,1240021703,0,1,96.1118,0,0,0,0,0,0,0,1
36129,2021-05-11 9:55,1240021703,0,1,96.1118,0,0,0,0,0,0,0,1
36131,2021-05-11 10:15,1100004201,0,5,543.5116,0,0,0,0,0,0,0,1
36131,2021-05-11 10:15,1100004201,0,5,543.5116,0,0,0,0,0,0,0,1
36133,2021-05-11 10:30,1040004903,3,1,248.1342,0,0,1,0,1,0,1,1
36133,2021-05-11 10:30,1040004903,3,1,248.1342,0,0,1,0,1,0,1,1
36135,2021-05-11 10:55,1120008002,0,1,403.8467,0,1,1,1,1,0,1,1
36135,2021-05-11 10:55,1120008002,0,1,403.8467,0,1,1,1,1,0,1,1
36137,2021-05-11 11:00,1040027800,2,1,504.7341,0,0,0,0,0,0,0,1
36137,2021-05-11 11:00,1040027800,2,1,504.7341,0,0,0,0,0,0,0,1
36139,2021-05-11 11:10,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
36139,2021-05-11 11:10,1220004502,4,3,521.411,0,0,0,0,0,0,0,1
36141,2021-05-11 11:15,1010016003,0,5,40.0267,0,0,0,0,0,0,0,1
36141,2021-05-11 11:15,1010016003,0,5,40.0267,0,0,0,0,0,0,0,1
36143,2021-05-11 11:25,1210066600,2,5,272.3143,0,0,0,0,0,0,0,1
36143,2021-05-11 11:25,1210066600,2,5,272.3143,0,0,0,0,0,0,0,1
36145,2021-05-11 11:35,1010041700,2,0,201.297,1,0,1,0,1,0,1,1
36145,2021-05-11 11:35,1010041700,2,0,201.297,1,0,1,0,1,0,1,1
36147,2021-05-11 11:40,1050000302,1,3,1212.7478,0,0,1,1,0,0,1,1
36147,2021-05-11 11:40,1050000302,1,3,1212.7478,0,0,1,1,0,0,1,1
36149,2021-05-11 12:10,1180117400,2,5,235.4329,0,0,0,0,0,0,0,1
36149,2021-05-11 12:10,1180117400,2,5,235.4329,0,0,0,0,0,0,0,1
36151,2021-05-11 12:30,1020015102,1,1,227.14,1,0,1,1,1,0,1,1
36151,2021-05-11 12:30,1020015102,1,1,227.14,1,0,1,1,1,0,1,1
36153,2021-05-11 12:55,1210030803,3,1,165.7976,0,0,0,0,0,0,0,1
36153,2021-05-11 12:55,1210030803,3,1,165.7976,0,0,0,0,0,0,0,1
36155,2021-05-11 13:00,1210021904,3,5,543.7978,0,0,0,1,1,0,1,1
36155,2021-05-11 13:00,1210021904,3,5,543.7978,0,0,0,1,1,0,1,1
36157,2021-05-11 13:25,1220027801,4,1,153.2486,0,0,0,0,1,0,0,1
